wl_depth,impact_criterion,coupled_criterion,sserr_result,touchdown_distance,ss_max_Sxx_norm,slab_tensile_criterion,max_stress
1360.0,152.08935935337885,428.39422462527904,11.140161695455555,2748.3851154012923,1.363175058735863,0.7821146277041117,0.4840053746957699
1380.0,149.68274053376638,425.26094176286534,11.3408059143695,2771.1319070130826,1.3523164545499482,0.7789585541247891,0.5015245084027904
1400.0,147.04352832684086,421.5014841716468,11.5413934482577,2793.700566898618,1.3415029167927672,0.7758027218918008,0.5193550931388917
1420.0,144.16587999890484,417.1041948976965,11.741924505507694,2816.091327403675,1.3477174639705627,0.7726451757494371,0.5374971289040726
1440.0,141.04341020057365,412.0559536585219,11.94239971156911,2838.304825597509,1.355380916795562,0.7695021147630706,0.555950615698334
1460.0,137.66911557703165,406.34207344593074,12.142820089062315,2860.3420647556622,1.3622757691930585,0.7663580843027151,0.5747155535216757
1480.0,134.0352864040127,399.7837549873009,12.34318703935031,2882.2043776198802,1.3684504923882956,0.7632394218995662,0.5937919423740972
1500.0,130.1321441227434,392.359154805707,12.543502325372302,2903.8933917234895,1.3739502346250865,0.760125541392764,0.6131797822555993
1520.0,125.80361635318175,384.11819640771057,12.74376805554207,2925.410996954112,1.3788294903432214,0.7570339921918745,0.6328790731661816
1540.0,121.17959211559554,374.95687329725035,12.943986668596196,2946.7593154157744,1.3831240395817164,0.7539574182998992,0.6528898151058449
1560.0,116.26162915799758,364.68751620187635,13.144160919264444,2967.9406735958873,1.3868713736247555,0.7508995110860389,0.6732120080745874
1580.0,111.0376881796478,353.442937788279,13.344293864694635,2988.9575767829133,1.3901080805703243,0.7478650121057051,0.6938456520724096
1600.0,105.49415172095459,340.8492668260756,13.544388851550547,3009.812685656991,1.392873975316297,0.744845317912027,0.7147907470993129
1620.0,99.61560471397321,326.85907897955485,13.744449503748369,3030.5087949428494,1.3951949019798433,0.7418560057548889,0.7360472931552966
1640.0,93.38449096928287,311.5058544768726,13.944479710782137,3051.0488140108814,1.3970992952060175,0.7388814711165884,0.7576152902403599
1660.0,86.78067955300746,294.4722567070298,14.144483616619908,3071.435749296194,1.3986142129013293,0.7359350056886645,0.7794947383545034
1680.0,79.78090985132084,275.5997476004207,14.344465609137343,3091.6726884116915,1.399764906109774,0.733008336102598,0.8016856374977277
1700.0,72.35807046374757,254.71745423978018,14.544430310087767,3111.762785823065,1.4005747523685657,0.7301044860696776,0.8241879876700315
1720.0,64.48024598865578,231.4605432287384,14.744382565586573,3131.709249964368,1.401065479753245,0.7272261413809916,0.8470017888714159
1740.0,56.10991056503243,205.52992227927848,14.944327437098014,3151.5153316759515,1.401257953545074,0.7243654364776269,0.8701270411018807
1760.0,47.198760290454054,176.69003985761532,15.14427019292561,3171.1843138490067,1.4011713578594123,0.7215351338569491,0.8935637443614255
1780.0,37.694632183435395,144.3115388753658,15.345274436242452,3188.6969707499393,1.4008400727646517,0.7187806249625555,0.9173118986500501
1800.0,27.524869436179674,107.94147163290505,15.546951220166529,3204.767205178237,1.400270097465434,0.7160880005731489,0.941371503967755
1820.0,16.59983897099857,66.73978814390235,15.748682873081785,3220.569934016033,1.3994646906954382,0.7134179674292642,0.9657425603145411
1840.0,4.801460243489616,19.81021711108717,15.950471773705766,3236.106676099025,1.3984376111956898,0.7107690674536924,0.9904250676904071
1860.0,0.0,0.0,16.152320309826393,3251.3789708781205,1.3972021762992624,0.7081473087416756,1.0154190260953524
1880.0,0.0,0.0,16.35423087399486,3266.388372973599,1.3957702048106286,0.7055433204216439,1.0407244355293779
1900.0,0.0,0.0,16.556205859756446,3281.1364473503404,1.394154842113668,0.702965609004064,1.0663412959924856
1920.0,0.0,0.0,16.75824765833451,3295.6247650751006,1.392365038402814,0.7004075525463799,1.092269607484671
1940.0,0.0,0.0,16.960358655818244,3309.854899582079,1.3904109849644475,0.6978696150928456,1.1185093700059376
1960.0,0.0,0.0,17.162541230803303,3323.8284234056773,1.3883017378995783,0.695355805628969,1.145060583556285
1980.0,0.0,0.0,17.36479775249584,3337.546905328845,1.3860459434350718,0.6928583917815185,1.171923248135712
2000.0,0.0,0.0,17.567130579254407,3351.0119079068286,1.3836517035692175,0.6903845937091153,1.1990973637442188
2020.0,0.0,0.0,17.76954205755777,3364.2249853282037,1.3811265492034002,0.687928967079384,1.226582930381808
2040.0,0.0,0.0,17.972034521382632,3377.187681578393,1.3784776910067815,0.6854908198065345,1.2543799480484759
2060.0,0.0,0.0,18.174610291978777,3389.9015288734504,1.375711803600025,0.6830750924364956,1.2824884167442225
2080.0,0.0,0.0,18.377271678021167,3402.368046337374,1.3728383028845774,0.680674330805707,1.3109083364690524
2100.0,0.0,0.0,18.580020976120927,3414.588738897314,1.3698606153988129,0.6782937602539536,1.339639707222959
2120.0,0.0,0.0,18.782860471690164,3426.5650963710777,1.3667837685234807,0.6759306267273233,1.3686825290059486
2140.0,0.0,0.0,18.98579244012783,3438.2985927301834,1.3636128515253745,0.6735818154644206,1.3980368018180176
2160.0,0.0,0.0,19.188819148321937,3449.7906855164565,1.3603529243484096,0.6712548213152486,1.427702525659167
2180.0,0.0,0.0,19.391942856445826,3461.042815397409,1.357010651236193,0.6689414976164086,1.457679700529396
2200.0,0.0,0.0,19.595165820034204,3472.056405843973,1.3535908717156593,0.6666441958782846,1.4879683264287045
2220.0,0.0,0.0,19.798490292327347,3482.8328629166863,1.3500951487342019,0.6643648647524263,1.518568403357095
2240.0,0.0,0.0,20.00191852685411,3493.37357515065,1.3465273823652066,0.6620987125428436,1.5494799313145666
2260.0,0.0,0.0,20.20545278025511,3503.6799135248107,1.3428921883989164,0.659849638236494,1.5807029103011159
2280.0,0.0,0.0,20.409095315323714,3513.7532315070252,1.339196524855025,0.6576157096874328,1.6122373403167467
2300.0,0.0,0.0,20.612848404247316,3523.594865167633,1.3354391682697415,0.6553943427038155,1.644083221361456
2320.0,0.0,0.0,20.816714332035644,3533.2061333510323,1.3316233988674648,0.6531905396985004,1.6762405534352474
2340.0,0.0,0.0,21.020695400139193,3542.5883378989283,1.3277548942288468,0.650999823891229,1.7087093365381163
2360.0,0.0,0.0,21.224793930209167,3551.742763920959,1.323836497273487,0.6488212980134188,1.741489570670069
2380.0,0.0,0.0,21.429012268033475,3560.670680102331,1.3198680632573159,0.6466601525381949,1.7745812558310994
2400.0,0.0,0.0,21.6333527875866,3569.3733390487596,1.3158530903184293,0.6445106877634263,1.8079843920212118
2420.0,0.0,0.0,21.837817895228806,3577.8519776597395,1.311798001776005,0.6423734952460689,1.8416989792404055
2440.0,0.0,0.0,22.042410034016957,3586.107817529402,1.3076999766330466,0.6402523552131976,1.8757250174886755
2460.0,0.0,0.0,22.247131688101412,3594.1420653669966,1.3035620838706556,0.6381424895753881,1.9100625067660282
2480.0,0.0,0.0,22.45198538726038,3601.955913439248,1.2993908574508515,0.6360447573993419,1.9447114470724611
2500.0,0.0,0.0,22.656973711484028,3609.550540028309,1.2951829145268972,0.6339621333293878,1.9796718384079721
2520.0,0.0,0.0,22.86209929566006,3616.927109900365,1.2909421607343339,0.6318904559832519,2.014943680772566
2540.0,0.0,0.0,23.06736483432102,3624.086774789696,1.286672710241455,0.6298304776756801,2.0505269741662397
2560.0,0.0,0.0,23.272773086455317,3631.0306738888285,1.2823719357005399,0.6277850739678686,2.0864217185889933
